id,title,summary
1246,采用网络表示学习的多源社交媒体事件分类,"当今时代,互联网已成为人们的必备工具之一。越来越多的人通过社交媒体(如:微博、朋友圈等)分享自己身边所发生的事。因此,通过分析和挖掘社交媒体上用户发布的大量数据可以获取到许多有用的信息。本文通过分析不同源的社交媒体数据,来对当今世界正在发生事件进行分类。不同源数据存在着一个最大的问题,即数据的异构性。本文利用多源事件数据之间的关系构建一个网络拓扑图,随后使用合适的网络表示学习算法将事件关系形成的网络拓扑图的节点进行学习,从而学习到事件之间的特征。最后,将得到图中节点的向量表示,同时使用主流的机器学习方法对其进行分类。具体而言,网络拓扑图的构建是通过对多个源的社交媒体事件数据进行分析,提取事件之间通用的特征,然后使用这些特征对事件进行关系运算从而得到一个多源社交媒体事件联系的网络拓扑图。此外,网络表示学习的算法结合目前主流的网络拓扑图表示学习算法,即node2vec网络表示学习算法,SDNE网络表示学习算法以及HOPE网络表示学习算法。将这三个网络表示学习算法学习得到的向量作为基础向量,然后使用其进行组合得到一个优于单体模式的向量,最后使用stacking模型融合多个机器学习算法来对该向量进行分类。为了对本文提出的模型进行测评,我们收集了一个包含三种不同源的社交媒体数据集(Flickr-Wiki-YouTube事件数据集)并在上面进行实验。通过多个实验验证了本文提出的网络拓扑图表征学习方法、多向量组合的方式以及多模型stacking的方法的有效性。"
1247,生物医学本体支持的元数据异质性研究与标准化应用,"背景:数据已经成为生物医学发展的重要驱动力,实现数据到知识转化的一个关键环节在于增强数据的机器可理解性。通用数据元素(common data element,CDE)的使用是提高机器对元数据理解的重要手段。随着生物医学领域可共享的数据越来越多,纳入到通用数据元素库中的数据元素也在迅速增长,探讨如何提升通用数据元素的质量对于促进数据的整合和共享具有重要的意义。方法:一方面,本研究根据ISO/IEC 11179标准建立了具有语义支持的CDE表示模型,并在模型的基础上,构建了可共享的、可重用的和具有语义支持的通用数据元素库。在本部分研究中,首先根据《国民体质与健康数据库》初步确定了库中的数据条,通过复用caDSR中的CDE以及新建方式形成CDE数据集;然后基于模型实现了CDE的OWL表示,并且借助于语义网工具实现了 CDE的质量检查;最后利用图数据库来存储文件,并提供SPARQL复杂查询功能。另一方面,本研究进行了生物医学领域元数据之间异质性的研究,建立了元数据之间可兼容性自动化的预测模型。在本部分研究中,首先从国际上使用广泛的公共数据库NCI caDSR中,选取了与临床试验关联度较高的流行病调查的数据元素,根据构建的CDE表示模型提取了数据元素的必要组分,在NCIT(National Cancer Institute Thesaurus)的支持下利用基于本体的语义相似度计算方法计算出每两个关联数据元素对应必要组分之间的相似度值。最后,基于CDE组分之间的相似度值,利用支持向量机(support vector machine,SVM)对相关数据元素之间的兼容性进行了预测。结果:本研究构建了数据元素通用用用表示模型。此模型以ISO/IEC 11179元数据标准的核心组分为基础,规定了利用本体术语实现语义标准化的方式,定义了这些核心组分之间的关系,并为数据元素分配唯一标识符,以OWL格式表示。利用此模型实现了《国民体质与健康数据库》中的数据元素的图数据库存储和检索。在caDSR数据库元数据异质性研究中,结果显示元数据的概念层存在较大的异质性。即使在人工判别认为可以实现数据统一的数据元素间,在概念层的定义上也存在有明显异质性。通过SVM实现了数据元素是否可以整合进行了判断,模型对于可直接整合、人工干预后可整合和不可整合三组判断的总体准确率为81.67%。结论:本研究建立了符合FAIR准则的数据元素通用表示模型,并以此为基础围绕《国民体质与健康数据库》数据元素,建立了可参考的通用数据元素库,为解决数据异质性造成的数据整合和共享的问题提供了一个初步的可行方案。针对目前CDE数据库中数据元素异质性严重,本研究构建了 CDE可兼容性的预测模型,为用户使用现有的CDE提供了工具支持。通过本研究,将为提升元数据质量,进而提升数据质量提供技术和工具的支持。"
1248,致密气储层测井综合评价方法研究,"致密气约占我国天然气产量的30%,在我国能源结构中占据重要地位。与常规天然气储层相比,致密气储层通常具有低孔低渗、埋藏深度大、成岩强度高、岩性致密、孔隙结构复杂和非均质性强等特点,给储层综合评价带来了巨大挑战,利用相关测井数据,结合机器学习等智能算法,建立精细的测井解释模型,开展综合的测井评价技术攻关既具有理论研究意义,也具有迫切的实用价值。本文以鄂尔多斯大牛地气田下石盒子组、山西组、太原组储层为研究对象,开展了致密砂岩测井综合评价方法的研究。首先,基于研究区石油地质、岩石物理实验、常规测井数据等资料,开展了储层“四性”关系及测井响应特征研究,为寻找对致密气储层敏感的流体识别方法和构建测井解释模型做准备。其次,结合目的层测试结果基于测井响应机理开展了流体识别方法研究,建立了曲线重叠法、反算声波时差法、Pickkt图版法、正态分布法、孔隙度差值比值法、电阻率差值与比值法六种流体识别方法;通过精细的岩心归位后,考虑岩心分辨率与测井分辨率的差异,采用相适应的分辨率窗长对岩心数据进行等权平均,建立了各层段岩心测量孔隙度和声波、密度测井值的经验关系式,并形成了储层参数处理模块,挂接到了Forward.NET平台上,达到了规模化处理的需要。最后,本文分别基于BPNN、SVM、KNN单一学习器以及集成学习器实现了储层流体识别,对比了不同分类学习器之间的性能差异,基于机器学习方法有效解决了致密气储层流体识别的难题;分别基于BPNN、SVM、GPR单一学习器以及集成学习器实现了储层参数的定量预测,对比了不同回归学习器之间的性能差异,探索了致密气储层参数预测新方法。本论文建立了流体识别方法及测井解释模型,提高了气层识别精度及储层参数计算准确度,实现了致密气储层的综合评价。研究结果为致密气储层测井综合评价提供了新的角度,为进一步扩大勘探成果提供了技术支持。"
1249,基于地质语义模型和机器学习的成矿远景区预测,"地质矿产工作经过长期积累形成了数据量巨大的地质资料,数据作为一种资源也受到人们越来越多的关注。如何利用已有的地质矿产数据,合理运用新的技术方法获取矿产资源研究所需信息,是当今重要研究方向。本文主要研究了基于地质文本数据的信息提取及机器学习在成矿远景区预测中的应用。通过构建地质语义模型,实现对文本数据的信息提取,确定研究区矿产概况;基于该矿产概况,结合相应地质数据,通过随机森林算法,实现成矿远景区预测。本研究以甘肃西秦岭区域为例,完成成矿远景区预测,为进一步勘察分析提供了参考依据。主要包括以下几个方面:(1)地质语义模型构建:通过研究分析构建地质矿产基础词典,利用基于长短时记忆和条件随机场算法的LUIS构建了地质语义模型。(2)矿产特征提取:结合地质矿产文本数据及地质语义模型,通过文本数据预处理、分词处理、词频统计等获取相应的文本数据实义词,统计矿种及区域地质特征中控矿要素相关内容,确定矿产概况。(3)成矿远景区预测:根据矿产概况获取相关地质数据,通过随机森林机器学习算法,实现成矿远景区预测。(4)甘肃西秦岭地区成矿远景区预测:以甘肃省西秦岭地区为例,验证方法可行性并实现成矿远景区预测。研究表明,本文构建的地质语义模型能够实现对文本数据的地质矿产信息提取,以提取的概况信息为方向,结合已有地质资料通过随机森林算法可实现成矿远景区预测。通过甘肃省西秦岭地区成矿远景区预测案例应用,证明了本文提出方法的可行性,结果为进一步的矿产分析提供了数据参考。"
1250,安宁河冕宁至西昌段滑坡发育特征及危险性评价,"安宁河冕宁至西昌段地处青藏高原的东南缘,除安宁河谷平原外,其余部位地形切割强烈,峡谷纵横,地形起伏较大。由于复杂的地质条件及环境条件,区域内滑坡灾害频发,对人民的生命财产安全、基础设施建设及运营(如高速公路、电站、水库等)甚至是生态环境都造成了较大的影响。在对安宁河冕宁至西昌段区域地质环境条件的分析基础之上,详细分析了该区滑坡发育特征及其控制因素,引入信息熵法对研究区内415处单体滑坡进行了危险性评价,将单体滑坡的危险性评价结果应用到区域滑坡危险性评价之中,指出传统区域滑坡危险性评价方法的不足,并首次引入XGBoost机器学习的方法完成了区域滑坡危险性评价,主要获得以下几点认识:(1)依据遥感解译结合现场调查验证的方法,查明研究区内共发育415处滑坡,发育密度为1.76处/10km~2,安宁河两岸滑坡分布极为不均,左岸滑坡发育密度是右岸的3.11倍。不同坡向的斜坡中滑坡发育程度明显不同,其中朝向南东、南西、正南、正西四个方向的斜坡中滑坡较多,此外滑坡主要发育在坡度为15°~35°的斜坡之中,在地形起伏度为100~150m的区域内发育密度最大,大多数滑坡的剖面形态呈现凸形的特征。(2)地层岩性对滑坡发育具有明显的控制作用,从滑坡发育数量来看,研究区内64.34%的滑坡发育在在三叠系上统、侏罗系、震旦系下统地层中,由滑坡发育密度可知区内最易滑的为震旦系下统地层。滑坡在各坡体结构类型中的发育密度具有着明显的区分度,这说明坡体结构类型对滑坡分布有着控制作用,其中顺向斜坡、散体结构斜坡及斜向倾外斜坡中易发生滑坡。(3)区内滑坡发育受构造活动的影响极为强烈,从空间分布特征来看,区内具有两条明显的滑坡集中分布带,其中集中带A位于安宁河东支断裂带两侧,集中带B位于热水河红莫断层北西侧,两集中带内滑坡发育密度均为8.7处/10km~2左右,约为区域内滑坡发育密度的5倍。河流水系及道路工程活动对研究区内滑坡发育亦具有控制作用。(4)以洛乃格村3组滑坡、黑砂河右岸滑坡、依子阿木滑坡为例,对野外现场调查的滑坡进行了危险性定性评价;综合考虑影响滑坡危险性的因素,在系统性、独立性等原则的指导下,建立了单体滑坡的危险性评价指标体系,引入信息熵法为各指标进行了客观赋权,并计算了415处滑坡的危险性值H,依据等间距分级法将单体滑坡的危险性分为3级,分别为:低危险性(H≤0.333)、中危险性(0.3330.667)。对比信息熵法的滑坡危险性评价结果与野外现场调查的滑坡危险性定性评价结果较为一致,说明单体滑坡危险性评价结果比较可靠。(5)在单体滑坡危险性的评价基础之上,将单体滑坡的危险性评价结果应用到区域滑坡危险性评价之中,首次引入XGBoost机器学习法进行区域滑坡危险性评价,调整XGBoost模型中的学习率(learning_rate)、迭代步数(n_estimators)回归树的最大深度(max_depth)、最小样本权重和(min_child_weight)等参数,使得训练机器学习模型的预测准确率高达87.74%,并将训练结果应用至全区,评价结果具有较高的准确性。"
1251,机器学习支持下多源遥感数据的岩性分类研究,"随着遥感技术的快速发展,遥感探测频谱范围不断拓宽、分辨率不断提高,可利用的数据源也不断增多。由于不同岩性单元在不同类型的数据源上具有不同的显示特征,如何综合多源遥感数据各自的优势,结合人工智能领域算法和模型,将其应用于遥感岩性制图是一项重大的课题,至今仍然存在较多方面值得探索和研究。结合遥感和GIS技术,选取3种各具优势的多源遥感数据—GF-1卫星数据、Landsat-8 OLI卫星数据和Sentinel-1A雷达数据,在完成影像预处理、干扰信息弱化、多源数据协同的基础上,构建局部Lanczos双对角化极限学习机模型和支持向量机模型分别对贵州德江地区进行岩性分类研究。本次研究对其它多源遥感数据协同处理提供一定的技术参考,也为其它人工智能算法引入遥感图像分类领域具有一定借鉴作用。取得的主要研究成果如下:(1)采用“抑制-掩膜-强迫不变-直方图均衡化”植被信息抑制方法,对贵州德江地区Landsat-8 OLI数据处理试验得出该方法能显著抑制原始影像中的植被信息。证明该方法是一种不需要先验知识和野外实地光谱数据,适用于地形复杂、阴影较多、植被覆盖中等地区的通用光学遥感图像植被信息抑制方法。(2)将高分辨率数据的纹理信息、中分辨率数据的波谱信息以及雷达数据的立体结构信息依次完成像素协同和特征协同处理。结果表明:纹理主成分变换融合方法在消除冗余数据、浓缩方差信息的同时,完整保留各地物的图像空间结构信息;而Gram-Schmidt变换融合法具有较强的综合表现能力,使得融合后的影像光谱保真度很好,各类地物边界更为明显,区分度更大。(3)利用多源协同数据,再辅以有用特征信息—光谱和地形数据,构建LBD-ELM模型和SVM模型对研究区进行岩性分类。研究结果得出:LBD-ELM模型总体分类精度为88.12%,Kappa系数为0.8534;而被广泛使用的SVM模型的总体分类精度为86.58%,Kappa系数为0.8268;LBD-ELM模型分类结果得到的图斑完整性更好,地物错分漏分现象更少。因此,整体而言LBD-ELM模型能够更大程度地满足遥感岩性制图需求。"
1252,基于数据驱动的机器学习水体提取算法研究,"地表水是地球上最常见也是最重要的资源之一,由于环境变化等因素的影响,地表水也会在空间域和时间域上发生变化。水资源易受土地利用变化、气候变化、人为活动等因素的影响。地表水的变化可能会导致洪水、热带区域的干旱等灾害,会造成巨大的经济损失和伤害。因此,监测地表水的变化是十分必要的。青藏高原是世界上最高的平原,因其独特的地貌特性而被称为“世界之脊”,在全球气候变化中起着非常重要的作用。在本文中,将重点研究这一区域的水体信息。遥感可以为地表水调查提供免费、可靠的信息,已成为分析和分发水体数据的重要信息来源。许多基于遥感影像的水体提取算法已经被提出并得到了广泛的应用。为了得到精确的水体分布信息,本文进行了以下工作:(1)首先围绕水体提取这一主题,系统的查阅了国内外的一些相关文献。然后按照时间的先后顺序,对这些方法的原理和问题进行了总结。对Landsat-8影像来说,传统的方法所利用的光谱信息有限,并且缺乏对空间信息的建模,所以在复杂环境下分类效果很差。对Sentinel-2影像来说,不同波段间的分辨率不同,所以数据处理较为复杂。(2)为了充分利用Landsat-8影像的空间信息和光谱信息,本文提出一种基于随机的全连接条件随机场的水体提取算法。该模型使用支持矢量机对水体的光谱信息进行建模,使用水体指数信息对它们的空间相关性进行建模,实现了空间信息与光谱信息的融合。(3)为了更加高效和准确的提取Sentinel-2影像中的水体信息,本文提出了一种基于U-Net网络改进的分割网络。U-Net网络可以很好的对影像进行分割,可以得到精确的分类结果。改进的网络包含了图像上采样过程,不需要对原始影像进行超分重建处理,提高了Sentinel-2数据处理效率。研究结果表明随机的全连接条件随机场可以有效的去除异常地物的干扰,显著的提高分类精度。改进的U-Net网络可以有效的抵挡云层阴影的干扰,并且取得了较高的分类精度。"
1253,基于机器学习的SD气田储量和产量预测算法研究,"得益于计算机速度的高速发展和机器学习技术的突飞猛进,基于大数据的解决方案和预测模型已经在工业界得到了广泛的认可和应用。在当今自动化和人工智能的时代,尽管机器学习技术已经在石油工程的许多领域得到了广泛的应用,但是很少有研究着眼于海量的气井井口生产数据,多数是利用测井地质参数和压裂施工参数给出储量或者产能的分级预测,并且对于输入数据的种类和精度有着严格的要求,需要消耗大量人力物力。气田井口生产数据规模相当庞大,极其适合利用机器学习技术气田生产动态信息的深入挖掘和分析,但目前这两者的结合应用研究较少。本文将未得到有效利用的气田生产数据与机器学习方法结合起来,实现动态储量和未来产气量的自动化、准确计算。通过本文的研究,主要完成了以下的研究工作:1、基于Cullender&Smith法和计算机数值计算,实现了关井井口压力到井底静压的精确折算,提出通过绘制线性折算物质平衡曲线计算储量的方法,并建立了对非线性折算物质平衡曲线进行转化以及最优化的方法。2、利用机器学习和计算机编程技术,训练了折算物质平衡曲线的线性/非线性分类器,在此基础上建立了SD气田基于关井折算物质平衡曲线预测动态储量的全自动流程和方法,并且利用Python编程语言予以了实现。3、利用自回归移动平均模型研究了SD气田各气井的开井累产气量数据,证实了其作为时间序列具备一定自相关性和偏相关性。4、设计并实现了基于长短时记忆的深度循环神经网络,将其用于预测未来单井开井累产气量,该方法可实现准确预测。本文的结果表明,通过将循环神经网络与自回归移动平均模型结合,可高效率地确定神经网络的超参数窗口长度,实现参数的优选并提高预测精度。"
1254,基于视觉纹理及机器学习的木板识别研究,"随着图像处理、人工智能等技术的发展,智能制造已成为当前追逐的热点。如今人们的生活质量大幅提高,对家居舒适要求也越来越高,尤其是木质家具的外观要求更加多样性。为了满足家具定制的个性化选择,工厂需要根据木板表面特性进行等级分类,并利用同类木板进行加工制造,从而满足消费者需求。在这种局面下,传统的人工手段无法适应智能家居行业的飞速发展。有鉴于此,本文针对算力的不同,提出了三种基于图像的木板识别方法。在低算力条件下,本文针对实际木板纹理的特点,采用了基于灰度共生矩阵(Gray-Level Co-occurrence Matrix)的纹理特征提取方法,并利用该特征实现了基于马氏距离(Mahalanobis Distance)和支持向量机(Support Vector Machine)的木板识别;在高算力条件下,结合木板图像识别精度的实际需求,设计了一种高精度木板识别的卷积神经网络(Convolutional Neural Networks)。本文的主要研究工作如下:一、木板图像数据的采集及预处理:本文利用的木板图像是在家具工厂中通过扫描仪进行现场采集。为了提高木板图像的质量,对采集后的图像进行了平滑滤波去噪等预处理,并探讨了纹理参数阈值设置及木板纹理特征的提取方法。考虑到灰度共生矩阵对于图像的位置、亮度、颜色等具有较好的鲁棒性,且能有效地描述空间结构信息,本文基于灰度共生矩阵提取了四个纹理参数,用于木板纹理的描述和度量。二、低算力分类方法用于木板识别:分别阐述了基于马氏距离和和支持向量机的木板纹理识别的原理,为后续实验章节提供基础。实验结果表明,基于灰度共生矩阵所提取的四个纹理参数,支持向量机的识别效果要优于基于马氏距离的识别效果。三、高算力分类方法用于木板识别:为了进一步提升木板识别的准确率,本文还将卷积神经网络用于木板识别。在现有卷积神经网络的理论和方法的基础上,采用TensorFlow框架,设计并搭建了一种包含11个隐藏层的卷积神经网络。利用实际采集的数据构造了训练集和测试集,并对网络的参数进行了调优。实验结果显示,本文搭建的卷积神经网络可获得高达98.8%的识别正确率,并保证了较好的时效性,能满足实际应用的要求。本文因应不同算力情况下提出的基于马氏距离、支持向量机以及卷积神经网络的木板纹理自动识别方法,不但具有一定的理论价值,而且对智能家居制造厂商实现基于木板纹理的自动分类、识别,提高效率,节约成本,具有较重要的实用价值。"
1255,基于机器学习的高光谱图像恢复算法研究,"进入21世纪后,高光谱遥感技术在农业、环境、医疗、生物等各个领域得到了广泛的应用,特别是在农作物监测和资源环境监测方面,利用高光谱丰富的空间信息和光谱信息可以准确得到作物生长情况以及环境污染情况。然而,外界环境的影响和仪器自身设备的限制,获得高质量的高光谱图像并不是那么简单。其一,在高光谱图像采集过程中,噪声的存在阻碍了高光谱数据的后续应用,例如分类、解混、反演等。因此高光谱的去噪是不可缺少的一步。其二,由于高光谱采集需要苛刻的天气条件和昂贵的仪器,使得高光谱图像获取的时间长、成本贵,因此研究从简单的自然图像中恢复高光谱信息显得极其有必要和有意义。本论文基于以上两点,主要贡献有以下三点:1、结合高光谱图像高空间相关性和光谱相关性的性质,利用马氏距离建立了非局部空间域光谱的相似性权值,用来表示高光谱图像内非局部范围内的像素统计分布,将这种分布融合进PCA算法中,通过主成分的选择起到去噪的目的。2、为了适应当前高光谱图像数据量大,更新周期快等特点,利用生成对抗网络(GAN)对高光谱数据进行批量快速去噪,依靠生成器和判别器的对抗学习,不仅能够有效地抑制高光谱图像中的噪声,而且可以很好地保留图像的细节纹理信息。3、利用当前GAN强大的图像生成能力,利用频谱归一化生成对抗网络(SN-GAN)从RGB自然图像中恢复高光谱图像波谱信息,一定程度上解决了GAN网络的判别器不易收敛的问题。不仅可以快速方便得到高光谱数据,而且可以快速得到与RGB影像具有相同空间分辨力的高质量无噪声的高光谱图像,大大地提高了高光谱图像的应用范围。通过实验证明,非局部的空间域光谱域PCA算法不仅很好地抑制了大量噪声,而且很好地保留了图片中边界信息。同时发现,将当前深度学习算法应用到遥感领域特别是高光谱图像恢复上,不仅能够在节省人力物力的同时获得高质量的高光谱数据,而且能够使高光谱图像适用当前大数据时代的背景,真正让高光谱图像走向商用的道路。"
1256,面向起重机远程监控的NB-IoT系统设计,"起重机在当今工业生产中,起着至关重要的作用。随着物联网和人工智能的不断发展,本文将物联网技术与机器学习算法引入到起重机的远程监控中,建立起重机远程监控系统。其设计的目标能实时监测起重机的运行状态,并使用人工智能技术对起重机的金属结构进行安全预警。到目前为止,国内外的一些企业结合物联网技术对起重机的监控也做出了很多的努力。虽然对起重机实现了监控的目的,但由于使用的局域网监控,造成监控距离短,较少对起重机整体结构进行综合评估。本文把窄带物联网(Narrow Band Internet of Things,NB-IoT)技术引入到起重机的监控中,同时采用机器学习算法中的支持向量机对起重机整体结构的健康状况进行安全预警,实现了起重机的远程监控。本文的主要研究如下:(1)总体设计:对起重机远程监控系统的关键组成进行了详细的分析,然后分析了物联网的架构,以及每层件架构中要实现的功能;同时对NB-IoT的技术优势进行了讲解,分别介绍了起重机监控终端和起重机监控云平台的设计;最后对起重机远程监控系统的架构设计进行了设计。(2)采集终端的设计:对采集终端的硬件进行设计与选型;采用销轴式传感器来采集起重机的起重质量;采用无线应变传感器来采集起重机金属结构的应力;采用起重机液压油油温传感器对起重机的油温进行监测;采用风速传感器对风速进行监测;采用定位模块对起重机的位置进行监测;采用温湿度传感器对起重机所处环境的温湿度进行监测;然后选用NB-IoT技术作为物联网的通信方式,进行数据传输;最后对通信协议进行了编写,实现了采集数据的上传和下发。(3)结构安全预警的设计:为了能够对起重机金属机构安全进行预警设计,使用了机器学习中的支持向量机算法,并使用k近邻算法进行对比;从数据库中取出所需的数据,对起重机金属结构健康状况进行安全预警,从而避免安全事故的发生。(4)云平台的设计:选用阿里云物联网套件作为起重机远程监控系统的云平台,节省了企业自建服务器的成本,能够使管理人员随时登录云平台以查看监控终端节点的工作状态。并选用阿里云数据库对数据进行存储,设计了5个数据库表,为了实现对数据的快速操作,对数据库表采用相同的主键。最后对系统的数据传输与功耗进行了测试,经测试满足系统需求。"
1257,基于数据驱动TBM掘进载荷预测与参数分析,"全断面硬岩隧道掘进机(Tunnel Boring Machine,TBM)是一种系统化、智能化、工厂化的高效能隧洞开挖施工机械,适用于长距离隧洞的施工,可完成开挖掘进、岩渣运输、通风排尘、导向控制、支护衬砌、风水电及材料等供应等工序。其中掘进载荷的大小对TBM的结构设计、刀盘刀具寿命、施工成本的控制,掘进参数的选择有重要的指导意义,故在掘进过程中预测掘进载荷显得十分重要。现有的载荷预测有经验理论公式、刀具破岩理论、载荷等效建模方法,进行载荷模型的建立,以实现载荷预测。但忽略了TBM施工过程中现场所记录数据包含的价值信息,以及缺少基于数据分析建立掘进载荷模型的方法。故有必要挖掘施工数据包含的价值信息,并基于数据建立高精度的载荷预测模型。本文以单一的敞开式单对水平支撑TBM为研究对象,采用数据驱动方法建立掘进载荷预测模型,研究了不同建模区间的模型预测性能以及参与建模的参数敏感度,比较不同参数参与下的载荷预测模型精度,得到高精度载荷预测模型,并与实测结果对比验证模型预测的有效性,为降低模型输入参数的维度及提升载荷模型预测精度提供基础理论和建模思路。本文的主要研究如下:(1)利用代理模型技术和重要参数识别技术相结合,建立不同掘进段对应的载荷模型,对比不同模型对同一预测段的预测效果,确定最优模型;分析建立不同载荷预测模型的方法,通过增加建模段的样本数据,建立具有持续预测载荷能力和高精度的预测载荷模型,实现预测掘进载荷的目的。(2)多维度参数建立掘进载荷模型和参数重要性的分析研究。基于上述建模过程的分析,增加模型的输入维度和增加建模的数据样本;采用机器学习方法,建立适应多种地质类型的载荷预测模型,进一步,分析基于模型的参数重要性,通过设置参数重要性阈值,分析对应不同阈值下的载荷模型精度,识别参与建模参数中影响较大的参数,为后续模型的调整和提高建模效率提供参考。(3)基于kriging模型识别掘进载荷关键参数的研究。对数据样本的参数进行分析,得到影响掘进载荷对应的参数系数值,并将其转化为参数权重占比,实现对影响掘进载荷参数的识别。利用测试函数,采用Sobol灵敏度分析法得到测试函数输入参数的总灵敏度,同时对测试函数采用基于kriging模型参数系数分析方法得到对应的参数的权重占比,对比两者结果,验证方法的正确性。"
1258,面向智能家居的ZigBee-WiFi网关研制与应用,"随着科技的进步,智能家居逐渐成为人们研究的热点。家庭网关作为智能家居系统的核心,主要负责智能家居系统网络的搭建与维护、数据的传输与处理、电器设备的集中管控等。本文从智能家居、短距离无线通信等技术的发展特点出发,针对当前家庭网关的缺陷以及家庭内部网络的特点,研发了一款ZigBee与WiFi短距离无线通信技术融合且通用性强的智能家居网关,本文主要内容如下:首先,对嵌入式Linux、ZigBee组网、WiFi组网技术进行介绍,在需求分析的基础上确定基于ARM-Linux开发平台将ZigBee与WiFi组网技术结合的网关总体方案。进一步,对智能家居网关硬件部分进行整体设计,确定ARM9主控制器S3C2440A与ZigBee协调器CC2530组合的网关硬件主体结构,对智能家居系统下的温湿度、气体、新风机、照明、窗帘等无线终端节点进行硬件设计。同时,对网关整体软件进行设计,包括创建交叉编译链、Linux系统内核剪裁与移植、建立SQLite3数据库、搭建Qt交叉开发环境等,基于ARM-Linux平台进行多进程程序框架、共享内存与SQLite3数据库组合存储的软件设计,以及对ZigBee协调器与WiFi模块的软件设计、TCP服务器与客户端的应用层通信协议设计,并结合总体需求自主开发匹配的ARM-Linux端上位管理软件与PC-Windows端上位管理软件。另外,从机器学习与智能家居相结合的研究出发,基于本文搭建的实验平台提出基于随机森林与XGBoost机器学习算法的融合模型,通过公共数据集对融合模型进行家庭电器用电事件识别、家庭电器负荷状态预测,并且设计线下预测与线上管理结合的系统节能策略,在PC-Windows端上位软件中设计节能实验界面并在网关整体测试环节对节能策略进行仿真实验。最后,基于ZigBee-WiFi网关搭建整体测试环境,对ZigBee-WiFi网关进行数据采集、设备控制、节能仿真演示等功能测试,并分别对ZigBee、WiFi进行网络性能测试。测试结果表明,该网关稳定可靠,满足本文网关设计的综合需求。"
1259,基于SCADA数据的风机故障诊断算法研究,"随着人们对环境的日益重视和传统能源的紧缺,近年来新能源的发展越来越迅速。风能作为新能源之一,在我国的电力供给中十分重要。风力电厂一般位于环境条件较为恶劣的地区,再加上设备本身的特点运行及维护成本很高,为此需要有合适的故障检测方法来提早发现故障,以降低运维成本。目前,风力发电机组普遍配备监控和数据采集(Supervisory Control and Data Acquisition,SCADA)系统。通过应用机器学习方法,可以将为SCADA系统采集的大量数据用于状态监测和故障检测。本文首先介绍了风机基本组成和SCADA系统,并说明了一些风电机组的常见故障。然后介绍了机器学习技术在风电机组故障诊断中的应用,包括数据的预处理,特征提取,常用建模方法,模型的验证。之后对本文使用的完整故障预测流程进行了说明,并结合实验说明各个步骤的意义及效果,最后对风机的多个组件进行了测试,并应用于整个风场的到相关的统计数据。本文的主要创新点如下:建模上提出基于随机森林特征选择的深度神经网络(RF-DNN)。用随机森林算法挑选出合适的特征后进行模型训练,模型通过对比深度神经网络和支持向量机验证深度神经网络有效性。输入输出的数据虽然为五分钟平均的数据点,也可以看做信号,故在此机器学习流程上,引入信号处理方法对算法进行优化。输入方面利用小波分解信号进行降噪处理,输出方面利用自适应滤波器降低误报警率。应用这些方法,可以得到更精确的输出,大大降低误报警率。通过对实际的SCADA数据,对风电机组的多个部件进行了实验,验证了该方法的有效性,并应用于整个风场。"
1260,非侵入式负荷监测的负荷分解与分类网络拓扑分析研究,"非侵入式负荷监测的负荷监测方法指的是,能够利用安放于特殊位置的装置,完成对整个架构内的所有设备的识别和监测,获得的分解结果可不仅让用户直接了解各设备的用电行为,并能够在基于用电行为,为更多的服务和技术提供庞大的数据基础和支撑。现有的常用的用电设备分解方案主要通过采集的电气设备的电气数据转换成电气特征作为训练数据,同时也有包括使用频率和使用时长等非电气数据的结合,然后运用优化算法或者是机器学习的模型等进行进一步的负荷监测。但目前阶段存在的问题是并没有很好的分解方法能够高通过单一监测点精确地识别设备。现实生活中,单一的检测方法是暂时做不到识别所有设备,所以本文将从实际出发,从另一角度提出新的方案。针对以上问题,本文提出基于网络拓扑的非侵入式用电负荷分解方法。首先,用电设备的电气信息需要进行采集,利用数据生成的技术对多种复杂用电组合情况进行模拟,并产生充分的训练数据。其次,使用目前相对优秀的机器学习算法进行测试,以避免在他人研究中测试设备数量及种类的限制与本文提供设备的不同产生不一致的算法结果。第三,基于现实的使用环境,抽象出其电气网络拓扑,进而生成网络拓扑结构,用于实现和模拟现实场景,并在此场景内使用遗传算法进行优化求解。在一定条件下,从用户角度出发,实现全局负荷分解。最后,本文采用常用的REDD公开数据以及某工厂的真实电气数据和网络拓扑进行试验,并且从两种不同的评判标准出发,由于从用户角度出发,我们从准确率(ACC)、F1-measure、均方根误差中,选择精确率作为本文的主要指标。实验结果表明所提出的基于网络拓扑的非侵入式用电负荷分解方法可以有效地实现全局用电负荷的分解,并能在现实条件中更好的应用,所以具有较高的泛化性能。"
