id,title,key
392,基于群体的深度强化学习超参数自适应方法研究,学习 方法 研究 实验 进行 超 深度 算法 参数 适应
393,基于深度学习的遥感图像林地识别技术的研究与应用,林地 林种 识别 模型 图 具有 环境 得到 分布 提升
394,基于FPGA的主动式双目匹配算法研究,算法 设计 进行 深度 精度 研究 图像 评估 运算 匹配
395,基于深度神经网络的商品评论短文本情感分析研究,模型 情感 进行 文本 参数 学习 分析 词 提供 商品
396,基于深度学习理论的电机故障诊断方法研究,方法 特征 电机 数据 传统 学习 提取 研究 模型 诊断
397,基于机器学习的糖尿病性视网膜病变图像分级研究,学习 训练 进行 方法 模型 算法 神经网络 分级 分类 人们
398,认知无线电中基于协方差检测的盲感知算法的研究,感知 检测 特征值 频谱 协方差 统计 算法 技术 方法 阈值
399,基于卷积神经网络的车牌识别关键技术的研究与应用,网络 车牌 识别 进行 定位 算法 训练 网络拓扑 应用 结构
400,多卫星导航系统实时精密单点定位数据处理模型与方法,方法 模型 利用 ztd 建模 进行 预报 精度 误差 电离层
401,基于机器学习的认证码攻击与防御方法研究,攻击 验证码 认证码 方法 研究 安全性 学习 技术 模型 当前
402,基于深度学习的淡水湿地遥感精细分类研究,分类 方法 研究 cnn 进行 分类器 svm 适合 特征 结果表明
403,基于知识图谱的城市轨道交通建设安全管理智能知识支持研究,知识 事故 管理 安全 进行 关系 领域 分析 智能 支持
404,基于值函数估计偏差修正的强化学习方法研究,估计 估计量 学习 动作 算法 值 问题 函数 探索 偏差
405,稳健的特征表示学习方法及应用,数据 特征 方法 噪声 特征选择 模型 表示 样本 学习 选择
406,精神分裂症脑网络与模式识别,精神分裂症 功能 患者 研究 诊断 网络 学习 可靠 生物学 为主
407,基于集成机器学习模型的分子激发能含时密度泛函理论计算精度研究,集成 模型 计算 方法 分子 回归 研究 tddft 理论 吸收
408,基于机器学习的非共价相互作用计算精度研究,方法 ncis 模型 deepnci 相互作用 实验 分子 构建 理论 学习
409,基于机器学习的赖氨酸翻译后修饰位点的计算预测与分析,预测 蛋白质 修饰 方法 进行 特征 疾病 分析 数据 样本
410,基于机器学习的煤岩显微图像分析研究,煤岩 分析 分割 煤 图像 算法 问题 识别 学习 进行
411,基于内镜图像的消化道病变自动识别与注释方法研究,方法 算法 图像 注释 进行 内镜 诊断 传统 病变 消化道
412,无线通信射频发射机非线性特性研究,模型 发射机 算法 适应 进行 提出 系统 功放 不 方法
413,基于概率推理的煤矿瓦斯事故致因分析及其管控研究,事故 进行 管控 煤矿 概率 研究 发生 不确定性 模型 条件
414,基于无线信道特征和智能算法的物理层安全技术研究,认证 安全 进行 信道 提出 神经网络 训练 物理层 算法 数据
415,移动通信网络高效内容分发机制与策略,缓存 内容 用户 移动 网络 问题 算法 中 进行 学习
416,白带显微图像中有型成分自动识别理论与技术的研究,检测 方法 白带 特征 中 目标 进行 识别 上皮细胞 成分
417,面向多源异构数据的矩阵分解算法研究及应用,算法 数据 矩阵 学习 噪声 问题 性能 结构 采集 分解
418,基于人工神经网络的低功耗射频收发系统研究,发射机 设计 低功耗 功率 射频 技术 输出功率 电压 设备 研究
419,基于群体智能进化算法的对抗样本生成研究,方法 算法 研究 对抗 模型 样本 应用 生成 攻击 进行
420,北京市水库温室气体碳排放估算方法研究,模型 排放 水库 方法 采用 甲烷 法 层级 碳 二氧化碳
421,星系尺度强引力透镜的寻找及应用,星系 透镜 前景 天体 现象 寻找 搜寻 系统 选择 法
422,基于多元生物分子网络寻找癌症miRNA/lncRNA标志物,mirna 标志物 调控 中 生物 研究 模型 前列腺癌 网络 lncrna
423,蛋白质序列的深度建模及其应用,模型 预测 蛋白质 结构 网络 学习 面向 生物 神经网络 深度
424,基于机器学习的软件缺陷预测方法研究,学习 数据 方法 缺陷 预测 软件缺陷 标记 利用 字典 图
425,分布式地震数据智能感知采集方法研究,地震 方法 数据 采集 理论 压缩 特征 研究 进行 算法
426,基于遥感大数据和机器学习方法的地下水资源量动态评价模型研究,数据 水资源量 模型 方法 地下水 进行 要素 广东省 有利于 利用
427,面向板式产品定制生产的组批与排样协同优化方法,优化 生产 排样 进行 订单 算法 组批 中 搜索 问题
428,基于普适计算的降雨探测和度量问题研究,降雨 研究 度量 道路 进行 当前 声音 车辆 人们 问题
429,基于机器学习的测井曲线补全与生成研究,模型 中 数据 神经网络 问题 预测 工程 应用 lstm 测井
430,基于机器学习的多元辅助肿瘤诊断相关研究,基因 肿瘤 算法 数据 进行 影像 方法 具有 配对 出
431,急性胰腺炎相关并发症人工智能预测模型建立及效能探讨的研究,凝血 指标 预测 研究 ap 评分 分析 患者 模型 sap
432,面向蛋白互作预测的序列数据特征识别研究,蛋白 序列 模型 机器 研究 方法 训练 预测 网络 方式
433,毫米波大规模MIMO系统中的混合预编码技术研究,系统 算法 混合 毫米波 技术 预 波束 高 研究 编码
434,面向多任务模式学习与外推的自适应高斯过程算法研究,中 sm 多任务 gcsm 关系 适应 卷积 成分 依赖 学习
435,基于机载激光雷达的森林参数反演研究,算法 chm 研究 参数 反演 模型 预测 回归 分割 单木
436,面向高维数据的特征学习算法研究,算法 特征 进行 方法 信息 数据 问题 组合 学习 核
437,机器学习在放射治疗中若干关键应用的研究,预测 方法 治疗 使用 呼吸 放射治疗 nn 中 评估 进行
438,美国媒体对华报道偏差形成机理与影响研究,偏差 媒体 报道 对华 新闻 影响 记者 美国 研究 受众
439,概念漂移数据流分类算法研究,概念 算法 问题 模型 分类器 漂移 预测 分类 数据 时间
440,情感词典构建方法及其应用研究,情感 文档 词 用户 信息 数据 研究 倾向 构建 算法
441,青海明长城防御体系及典型遗址易损性评价,遗址 明长城 价值 具有 体系 病害 青海 系统 评价 特点
442,新一代静止卫星葵花-8的云分类研究及其应用,降水 云 样本 分类 反演 使用 业务 算法 葵花 方法
443,基于计算机视觉的桥梁结构局部损伤识别方法研究,识别 结构 损伤 特征 方法 深度 识别方法 寿命 服役 图像
444,基于原型监测和机器学习的大跨度桥梁涡激振动研究,桥梁 振动 风速 预测 涡激 揭示 识别 大 时变 模型
445,基于计算机视觉的高铁接触网支持装置零部件分类提取与缺陷检测,检测 接触网 进行 利用 区域 方法 缺陷 识别 技术 实现
446,基于机器学习的软件故障预测,数据 软件 进行 实例 方法 特征 预测 故障 实现 框架
447,基于轨迹数据的城市居民出行模式分析与挖掘,数据 方法 出行 研究 表征 忠诚度 城市 站点 动态 功能
448,机器学习理论在径流智能预报中的应用研究,预报 径流 流域 研究 分解 模型 方法 变化 水文 应用
449,基于核对齐的若干学习问题研究,核 方法 函数 选择 学习 问题 标记 分类 提出 算法
450,基于有向无环图的层级多标签数据分类方法研究,问题 算法 分类 层级 求解 研究 节点 数学模型 方法 无
451,基于深度学习的我国矿业境外投资风险评价研究,风险 评价 学习 进行 投资 指标 数据 模型 研究 深度
452,基于CSI的煤矿井下定位方法研究,指纹 方法 相位 研究 幅度 提出 信息 算法 进行 定位
453,基于深度学习的采空区卸压瓦斯抽采智能评价方法研究,抽采 模型 采空区 评价 数据 问题 分析 进行 开发 因素
454,基于局部特征的光学遥感影像目标检测研究,进行 图像 目标 检测 方法 区域 提取 特征 训练 分析
455,基于智能算法的列车驾驶策略优化若干关键问题研究,列车 进行 列车运行 驾驶 分析 方法 优化 实验 提出 进化
456,基于脑电数据分析的驾驶行为研究,驾驶 驾驶员 行为 脑电 研究 超车 特征 数据 状态 方法
457,区域综合能源系统供需预测及优化运行技术研究,模型 能源 系统 算法 学习 预测 运行 负荷 综合 方法
458,基于红外紫外成像检测技术的绝缘子运行状态分析与评估,绝缘子 检测 评估 诊断 算法 红外 图像 深度 劣化 实现
459,建立知识驱动的迁移学习方法比较多物种的精子功能生物学特性,知识 动物 精子 物种 生物学 数据 特性 通路 基因 文献
460,病理图像精细化分析算法研究,病理 方法 图像 算法 并行 特征 诊断 深度 采用 网络
461,聋哑人手语识别关键技术研究,手语 数据 识别 进行 特征 教育 融合 模型 学习 网络
462,大规模跨场景无线行为识别与隐私保护研究,方法 用户 识别 无线 设备 保护 训练 利用 技术 目标
463,基于机器学习的医疗文本分析挖掘技术研究,文本 分类 医学 进行 知识 信息 模型 电子 医疗 研究
464,基于深度神经网络的Android恶意软件检测,恶意软件 android 信息 进行 学习 方法 包括 恶意 应用程序 文件
465,面向商品评论的文本智能理解,用户 数据 信息 评论 问题 情感 智能 任务 文本 方法
466,基于深度学习的中文零指代消解技术研究,消解 代词 零 信息 模型 利用 表示 学习 进行 能够
467,基于心电图和指纹的多生物识别方法,方法 指纹 特征 融合 生物 使用 识别 模态 应用 身份验证
468,监督学习算法预测性能比较的正则化交叉验证方法研究,算法 验证 检验 中 正则 方法 上 数据 给出 统计
469,面向不平衡数据的集成学习算法研究,算法 进行 样本 数据 分类 学习 抽样 技术 不 集成
470,机器学习中的稀疏算法和非凸优化问题研究,算法 数据 矩阵 问题 大 新 方法 lssvm 模型 核
471,满足差分隐私的多方数据发布技术研究,数据 节点 方法 发布 提出 生成 属性 度量 满足 学习
472,5G移动通信网络中的呼叫记录分析,网络 中 数据 移动 进行 模型 记录 分析 网络流量 呼叫
473,面向车联网的安全机制与关键技术研究,车辆 车 数据 进行 消息 算法 安全 利用 问题 分析
474,智慧学习环境中学习画面的情感识别及其应用,学习 学习者 情感 研究 画面 认知 智慧 交互 图像 具有
475,用于聚变电源的故障诊断算法研究,模型 电源 数据 故障诊断 故障 聚变 工况 信号 实现 问题
476,非合作模式下微弱信号识别技术研究,方法 信号 识别 算法 技术 进行 偏移 缺陷 检测 通信
477,基于机器学习的低剂量CT成像关键问题研究,ct x射线 降低 模型 会 剂量 影像 投影 提高 去
478,基于机器学习的医学影像分割关键问题研究及其在肿瘤诊疗中的应用,分割 边界 肿瘤 研究 分析 图像 目标 模态 技术 前列腺
479,高分辨X射线光谱仪原理与设计,光栅 光谱仪 系统 分辨 子午 差 实现 光源 能力 进行
480,基于星载主被动微波盐度计的海面盐度反演方法研究,盐度 算法 micap 海面 反演 数据 方法 卫星 模型 波段
481,基于张量的多光谱图像云检测与在轨实时处理研究,张量 图像 轨 检测 处理 成像 方法 光谱 进行 数据
482,基于深度卷积神经网络的光学遥感目标检测技术研究,目标 检测 特征 网络 深度 进行 神经网络 方法 算法 光学
483,基于智能监测的火电机组节能优化,监测 机组 数据 模型 方法 计算 节能 基础 预测 锅炉
484,基于中华05标准的数字化骨龄X光片自动化识别算法的研究,算法 骨龄 判读 研究 骨 理论 方法 自动 骨化 学习
485,基于集成学习的工业过程监测,模型 方法 集成 过程 数据 进行 监测 验证 研究 大量
486,基于张量网络的机器学习模型,模型 算法 网络 机器 学习 张量 图片 量子 领域 关联
487,六角CaFe_2As_2的可能超导电性和生成对抗量子线路,量子 学习 计算 材料 超导 生成 数据 发现 超导体 模型
488,金属玻璃应力弛豫及结构与重排事件关系的研究,结构 玻璃 重排 金属 动力学 参量 预测 研究 体系 局域
489,复杂交通场景下车牌检测算法的研究,算法 车牌 分割 图像 网络 检测 生成 使用 角点 技术
490,电力实时信息优化处理关键技术研究与应用,技术 电网 研究 信息 电力 数据 提升 关键技术 调度 科技
491,面向精准医学知识库的基因—变异—疾病关系抽取技术研究,关系 知识 特征 构建 指导 抽取 基因 模型 知识库 编审
492,智能手机Wi-Fi/PDR室内混合定位优化问题研究,方法 指纹 定位 活动 定位精度 wi 问题 信号 误差 混合
493,基于双目视觉的三维重建关键技术研究,特征 图像 算法 目标 计算 匹配 方法 智能 物体 视觉
494,地质大数据功能分析及其分类算法研究,分类 地质 变量 数据 功能 模型 研究 分析 学习 法
495,基于机器学习的加纳摩托车碰撞事故严重性分析,算法 摩托车 中 模型 分类 碰撞 严重性 加纳 学习 事故
496,基于深度学习的自动驾驶单目视觉目标识别技术研究,算法 网络 目标 rpn 区域 识别 参数 分类 进行 技术
497,基于SVM学习模型的换挡决策研究,模型 换挡 svm 学习 进行 优化 问题 算法 决策 方法
498,异构健康大数据诊疗模型的特征优化算法研究与开发,数据 研究 分类 模型 算法 特征 建模 生物 数据挖掘 回归
499,机器学习在计算机视觉和癌症生物信息学中的若干关键问题研究,学习 研究 上 模型 问题 算法 具有 共表达 分类 癌症
500,基于网络流量的Android恶意应用检测方法及其系统,android 检测 网络流量 恶意 应用 提供 数据 移动 终端 流量
501,基于机器学习的内部延迟估计网络层析成像,网络 值 性能 时延 测量 技术 模型 链路 数据 不
502,基于深度神经网络的高校贫困生精准识别研究,资助 精准 学生 实现 贫困生 传统 构建 人工智能 提供 数据
503,偏移类中心的自调整模糊支持向量机算法研究,算法 得到 fsvm 分类 中心 样本 dsch mbs 模型 改进
504,基于机器学习的内容处理与监控系统的设计与实现,内容 进行 模型 系统 需求 设计 监控 机器 达到 上线
505,基于机器学习的股票指数预测研究,预测 中 特征 股票指数 模型 方法 基础 高 问题 动态
506,基于机器学习的问卷可信度审核系统,问卷 审核 特征 系统 模型 调查 机器 识别 选择 挖掘
507,基于ARMA模型与GRU模型集成学习在量化投资中的应用,模型 预测 时间 学习 得到 应用 方法 提前 量化 准备
508,基于神经网络的中小企业偿债风险预警研究,预警 中小企业 偿债 风险 模型 分析 进行 文献 研究 企业
509,基于神经网络与自适应分形分析的股评情感分析,投资者 文本 情绪 情感 市场 分类 股市 采样 利用 分析
510,基于机器学习的O2O优惠券转化率研究,用户 优惠券 商家 o2o 预测 时间 情况 数据 营销 模型
511,Spark环境下半参数支持向量机的研究与优化,算法 计算 矩阵 spark 数据 机 技术 时间 模型 利用
512,基于深度学习的广告点击预测研究,算法 神经网络 预测 梯度 特征 广告 门 学习 特征提取 关系
513,基于深度网络的MOOC辍学预测算法研究,特征 模型 预测 行为 辍学 mooc 学习者 网络 auc 教育
514,基于深度神经网络的股票智能预测系统的设计与实现,股票 选股 模型 数据 进行 股票价格 投资者 神经网络 预测 深度
515,大数据下媒体关注、媒体情绪与股票量价关系研究,市场 媒体报道 媒体 分类 影响 股票 财经新闻 研究 财经 情绪
516,基于分类法自动映射的众包实现,映射 分类法 实现 书目 知识 ddc clc 模式 资源 组织
517,江西省精准扶贫中的贫困户识别研究,模型 研究 识别 运用 提出 收入 工作 方法 精准 扶贫
518,企业管理层语调与其经营业绩关系研究,文本 信息 语调 管理层 研究 企业 分析 上市公司 经营 业绩
519,金融科技在供应链金融风险控制中的应用研究,供应链 金融 进行 应用 科技 控制 发展 风险 解决 监管
520,银行贷款行业结构对系统性金融风险的影响研究,金融风险 系统性 贷款 商业银行 银行 中国 会 业 增加 非上市
521,基于机器学习组合模型的个人信用评估,数据 模型 研究 个人信用 信用 评估 进行 分类 算法 构建
522,基于支持向量机（SVM）股票择时策略的研究,数据 进行 投资 模型 策略 研究 股票 面临 风险 获取
523,股票场外期权交易策略研究,期权 投资 进行 研究 套期 导致 神经网络 集成 交易 市场
524,Spark自动调优系统的设计与实现,参数 方法 应用 优化 性能 进行 数据 系统 计算 调整
525,股票市场程序化投资模型的研究,模型 程序化 投资 进行 股票市场 股票价格 技术 股票 算法 优势
526,基于机器学习的链路预测相关问题研究,网络 链路 预测 算法 问题 节点 学习 机制 结构 方
527,基于机器学习和WRF模式的近地大气光学湍流强度估算,估算 湍流 bp 研究 方法 模型 时刻 参数 大气 地区
528,联合残基和残基对特征预测蛋白内部翻译后修饰位点间的相互作用,预测 pctpred ptm 相互作用 蛋白质 算法 结构 特征 残基 描述符
529,K-means聚类和随机森林算法在血红素模型多自旋态力场电荷预测中的应用,自旋 电荷 血红素 方法 力场 预测 体系 进行 模型 参数
530,多测度融合的海陆分割算法研究,噪声 分割 回波 雷达 形态学 探测 方法 区域 图像处理 场景
531,机器学习在热电材料中的应用,化合物 发现 材料 结构 中 学习 热电 模型 预测 具有
532,基于svr的Heusler合金的居里温度预测,材料 heusler 研究 数据 模型 合金 温度 回归 筛选 得到
533,基于自组织增量学习神经网络的FSW质量评价研究,焊接 搅拌 质量 数据 算法 建立 神经网络 研究 原理 头
534,高通量实验和机器学习结合加速硬质高熵合金成分优化,成分 合金 硬度 实验 方法 学习 研发 预测 机器 加速
535,基于机器学习的空间多碎片清除策略研究,算法 估计 碎片 进行 问题 空间 聚类 学习 范围 集成
536,基于大数据的污染源普查清查方法学研究,数据 进行 分类 企业 基本 清查 污染源 利用 名录 增补
537,基于CNN的光学遥感图像分类方法研究,cnn 分类 模型 训练 数据 学习 图像 架构 进行 大量
538,基于机器学习的数据驱动故障诊断方法研究,故障诊断 模型 方法 故障 算法 学习 进行 数据 分析 研究
539,密封电子设备活动多余物定位方法研究,定位 研究 进行 电子设备 模型 方法 信号 特性 分析 分类
540,基于北斗导航卫星的前向散射波飞行器探测方法研究,雷达 目标 信号 辐射源 飞行器 卫星 进行 研究 双 分类
541,基于支持向量机和深度学习的车牌识别技术研究,车牌 模型 算法 技术 字符 定位 进行 方法 使用 中文
542,基于协作式道钉的车流量检测方法研究,车辆 检测 道钉 车道 车流量 算法 原理 方法 判别 智能
543,基于强化学习的汽车涂装线作业优化排序研究,问题 算法 汽车 生产 制造 提出 降低 制造业 学习 客户
544,基于无人机玉米出苗率估算与光谱特性的氮素诊断,玉米 模型 算法 光谱 中 建模 研究 pls 预处理 技术
545,基于机器学习的水稻病害识别和叶龄检测算法研究,进行 水稻 算法 提取 病害 叶龄 识别 传统 方法 bp
546,面向医疗领域的智能诊断模型研究,医疗 模型 实体 诊断模型 特征 病人 lstm 识别 序列 crf
547,深度学习乳腺超声图像分类器及其可解释性研究,乳腺 医生 方法 诊断 学习 超声 深度 论文 病灶 算法
548,基于机器学习的球形肿瘤中光场分布预测及优化方案研究,肿瘤 光源 进行 分布 治疗 方法 学习 研究 正在 精准
549,基于网络分析和机器学习的肝癌中糖链相关基因筛选,基因 发现 癌症 肝癌 进行 网络 表达 模块 糖链 生物学
550,基于概率关系自编码器的药靶关系预测研究,药物 预测 结合 方法 靶标 设计 蛋白质 生物 关系 实验
551,基于图表示学习的药物组合预测研究,药物 网络 算法 预测 数据 模型 组合 进行 治疗 路径
552,基于分词统计模型的绝句创作系统的研究与实现,创作 进行 系统 中国 学习 人工智能 词汇 规则 诗词 文章
553,基于变邻域搜索的音乐生成方法研究,音乐 生成 进行 研究 乐器 参数 系统 训练 旋律 乐谱
554,基于人工智能对未来戏剧语言艺术的理想范本,戏剧 艺术 技术 使 生活 创作 人工智能 影响 角色 领域
555,基于机器学习的红外目标跟踪算法研究,算法 红外 跟踪 分析 目标 图像 特征 抑制 滤波 问题
556,基于机器学习的卫星认知网络频谱感知技术研究,网络 卫星 模型 研究 算法 应用 检测 感知 推导 发现
557,基于主观听觉反馈的机器学习语音增强模型优化研究,模型 语音 方法 技术 神经网络 进行 计算 迭代 压缩 传输
558,基于CSI的人体入侵检测及室内定位研究,方法 研究 视图 定位 csi 序列 网络 分析 提升 人体
559,面向深度图像的3D-HEVC帧内编码模式决策快速算法研究,模式 特征 进行 深度 预测 dmm 视频 计算 pu 纹理
560,相干声波扰动对流层散射通信的探究,散射 进行 声源 计算 理论 对流层 人工 传输 通信 体
561,基于机器学习的RSSI室内环境感知与定位技术研究,技术 模型 人员 定位 算法 实现 状态 利用 学习 环境
562,基于贝叶斯神经网络的优化移动数据业务吞吐率方法的应用研究,网络 模型 优化 提升 率 终端 移动 数据 学习 增长
563,用于无线光网络拓扑控制的机器学习算法研究,算法 节点 网络 fso 拓扑 通信 下层 学习 组网 光通信
564,基于协作干扰的无线网络物理层安全技术和加密数据流分类方法,方法 安全 无线网络 节点 窃听 网络 无线 流量 干扰 加密
565,基于机器学习的定制化网络切片技术研究,网络 学习 业务 切片 进行 算法 network 神经网络 技术 qoe
566,多模态连续维度情感识别研究,情感 模态 回归 特征 模型 分析 融合 人类 进行 效果
567,线性调频连续波雷达人体运动状态分类算法,分类 模型 进行 人体 数据 性能 雷达 方法 时 特征
568,散射通信链路自适应传输技术研究,信道 算法 散射 系统 传输 通信 切换 反馈 估计 链路
569,基于机器学习的信号与辐射源关联识别研究,信号 辐射源 识别 进行 特征 实现 关联 型号 学习 算法
570,面向CUDA程序的线程放置优化策略研究,信息 程序 模型 采集 算法 运行 效果 时耗 训练 策略
571,基于机器学习的闪存错误率预测方法研究,进行 模型 算法 芯片 flash 预测 错误率 可靠性 容量 对比
572,机器学习在隐写术与隐写分析中的应用,隐写 进行 嵌入 分析 算法 隐写术 载体 空域 原始 能够
573,基于机器学习的URL安全检测技术的研究,恶意 检测 模型 进行 构建 特征提取 人们 url 数据 新
574,基于机器学习方法的软件缺陷预测模型研究与优化,方法 缺陷 预测 研究 模型 进行 论文 软件缺陷 软件 日益
575,融合用户评论的新闻内容质量检测算法研究,模型 检测 新闻 低质 内容 类型 平台 方法 效果 学习
576,基于运行时特征和机器学习的并行程序性能预测,特征 性能 预测 进行 建模 用户 框架 输入 提出 并行程序
577,基于机器学习的网购平台产品评论情感分析,分类 进行 学习 研究 lstm 方法 文本 消费者 集成 nb
578,用于割草机平台的行人检测技术研究,行人 检测 提升 割草机 使用 算法 视觉 学习 数量 模型
579,基于微博用户的消费意图识别技术研究,用户 意图 识别 消费 进行 微 问题 构建 网络 模型
580,基于机器学习的试题多知识点和认知动词自动标注研究,试题 数据 标注 知识点 进行 生成 研究 文本 学习 筛选
581,大空间视频烟雾检测算法研究,烟雾 中 检测 方法 特征 技术 图像 算法 区域 图像识别
582,嵌入式环境下人脸识别技术研究,人脸识别 算法 特征 实现 得到 进行 子模式 研究 识别 信息
583,基于内存转储分析的代码注入攻击检测方法,特征 攻击 内存 系统 检测 相关 进行 quincy 代码 家族
584,分布式消息系统性能优化技术的研究与实现,性能 进行 分布式 优化 模型 方法 配置 系统 吞吐量 实验
585,基于机器学习的第三方追踪和反广告拦截检测系统,用户 广告 网页 会 检测 javascript 行为 文件 反 网站
586,基于机器学习的二进制漏洞挖掘技术研究,漏洞 模型 程序 样本 软件 汇编 分析 提取 技术 循环
587,调用路径驱动的Android应用程序恶意行为检测方法研究,android 检测 特征 应用软件 执行 恶意软件 api 生成 路径 分析
588,基于静态行为特征的恶意软件检测方法与实现,检测 android 应用程序 出 方法 特征 模块 行为 序列 获取
589,基于在线机器学习的工业控制系统入侵检测算法研究,数据 算法 分类 工业 学习 入侵 代价 实时性 检测 控制系统
590,基于机器学习的SQL攻击检测技术的研究,sql 攻击 检测 注入 进行 扫描 数据 样本 学习 网络
591,面向AI应用的网络加速架构设计,模型 训练 集群 分布式 进行 架构 存储 机器 技术 通信
592,基于CNN的恶意请求检测,恶意 模型 web 检测 请求 系统 用户 应用 攻击方式 改变
593,面向特定应用的拥塞控制策略研究,网络 拥塞 问题 流量 传输 方案 机制 分布式 学习 控制
594,基于指纹与统计特征的HTTPS隧道流量检测技术研究,流量 检测 工具 样本 特征 https 混淆 目前 算法 系统
595,Web页面浏览行为安全分析技术研究,行为 数据 分析 检测 安全 技术 使用 威胁 进行 发现
596,机器学习类WAF的安全性评估技术研究,攻击 waf 评估 进行 模型 中 url 安全 算法 量化
597,归属演算下归纳学习初探,学习 属性 逻辑 问题 归纳 归属 演算 表示 方法 形式
598,KPI数据实时异常检测算法研究与实现,kpi 算法 数据 检测 概念 阈值 引入 实现 投票 应用
599,基于MEMS传感器的运动识别算法研究,动作 数据 特征 运动 方案 识别 研究 模型 能够 算法
600,基于学习行为分析的学习能力评估与学习意图预测方法研究,学习 学习者 教育 评估 模型 问题 利用 教育资源 课程 智慧
601,基于智能计算的机器学习模型自动搜索,搜索 模型 算法 自动 机器 方法 结构 展开 优化 提出
602,在线问卷用户专注度衡量方法的研究与实现,用户 问卷 方法 问题 行为 数据 进行 设计 鼠标 分类
603,基于微博评论的情感分析研究,评论 情感 分类 研究 发表 方法 使用 组成 进行 词典
604,基于高频数据的中国股市日内回转交易研究,进行 交易 股票 跟踪 分析 构建 现货 股市 部分 研究
605,基于机器学习的二手房估价模型,方法 空间 房价 数据 模型 回归 小区 购房 进行 估价
606,基于二维小波的花朵图像识别,进行 变换 图像识别 识别 图像 花朵 分析 图片 系数 应用
607,基于机器学习的滚动轴承智能故障诊断方法研究,滚动轴承 方法 故障 故障诊断 振动 神经网络 研究 进行 学习 特征
608,基于大数据的盾构机掘进参数研究,盾构 分析 参数 掘进 回归 地层 刀盘 压力 应用 操作者
609,基于数据融合的出行特征识别,出行 出租车 识别 数据 获取 特征 信息 方法 目的 融合
610,基于计算机技术的数字工具在修复工程中的应用研究,建筑 研究 修复 工具 分析 历史 数据库 保护 数字化 相关
611,基于神经网络和机器学习的土壤湿度反演研究,土壤湿度 进行 数据 算法 反演 研究 改进 smap ga 时
612,基于机器视觉和高光谱的水稻氮素营养诊断方法研究,水稻 识别 应用 诊断 氮素 光谱 神经网络 机器 特征 研究
613,基于单像素特征的膀胱肿瘤分割和浸润深度的计算评价,肿瘤 膀胱 深度 计算 患者 分割 浸润 tsvm 分类 获取
614,基于机器学习的某P2P平台违约风险预测研究,模型 平台 行业 p2p 借贷 违约 预测 建立 金融 业务
615,基于机器学习方法的美国房屋价格影响因素分析,房屋 预测 影响 分析 研究 投资 价格 因素 房价 移民
616,基于机器学习的未知辐射源信号分选与识别算法研究,分选 信号 数据 雷达 能够 信号处理 算法 辐射源 方法 采用
617,基于WIFI的位置指纹室内定位算法研究,算法 定位 进行 提出 滤波 指纹 对比 位置 选择 实验
618,基于数据重表达与样本熵的雷达辐射源信号识别方法研究,信号 雷达 进行 方法 识别 研究 脉冲 实验 分类 验证
619,The Key Technology on Chinese Word Segmentation Based on Bi-LSTM-CRF Model,模型 进行 lstm 分词 学习 神经网络 中 数据 crf 精度
620,基于高斯过程回归的高铁制动过程速度预测,列车 模型 速度 制动 函数 控制 曲线 研究 方法 高斯
621,论张朝钢琴作品《皮黄》的演奏,演奏 钢琴 作品 分析 踏板 进行 理论 艺术 戏曲 元素
622,基于学习分析的在线学习成绩预测建模研究,学习 进行 预测 分析 算法 次数 模型 数据 要素 教学
623,面向5G的IoT覆盖增强和资源管理的研究,用户 系统 联网 算法 传统 iot 资源分配 qoe 技术 频段
624,面向弹幕文本的情感分析研究,情感 弹幕 进行 词 分析 文本 研究 改进 计算 类别
625,基于深度学习的用户评论情感分析,情感 评论 模型 特征 领域 单词 学习 向量 用户 注意力
626,基于深度学习的网络新闻文本分类研究,新闻 网络新闻 分类 文本 发展 信息 领域 用户 分布 文献
627,生产数据驱动的动态作业车间调度规则决策研究,调度 方法 生产 动态 决策 数据 规则 优化 模型 车间
628,基于机器学习的心电信号处理方法研究,信号 心电 电信号 特征 诊断 进行 适应 滤波器 医生 干扰
629,人工智能生成技术方案对专利制度的挑战与应对,人工智能 技术 约定 专利 数据 法律 专利法 方案 标准 领域
630,机器学习在大学生培养质量评价中的应用研究,评价 进行 数据 方法 指标 大学生 函数 svm 研究 质量
631,基于集成学习的σ~(54)启动子及RNA修饰位点的预测,预测 方法 学习 rna 核苷酸 位点 生物 进行 发生 pseknc
632,基于集成学习的酒样光谱识别的研究,酒样 模型 光谱 建模 算法 进行 识别 预处理 方法 酒
633,基于DBN-RVM的短期电力负荷预测,模型 预测 负荷 影响 电力 进行 变化 精度 因素 气温
634,基于多特征融合的糖尿病视网膜病情评估,病变 图像 分类 糖尿病 诊断 学习 眼底 提高 特征 视网膜
635,安卓混淆恶意应用程序检测方法研究,应用 混淆 技术 检测 安卓 方法 使用 市场 恶意 检测器
636,基于字符串和函数调用图特征的安卓恶意应用检测方法,特征 应用 检测 进行 安卓 字符串 使用 问题 学习 实验
637,基于多类型惯性传感器协同机器学习的工人工效监控系统,识别 活动 施工 研究 分析 使用 传感器 模型 数据 惯性
638,基于栈式自编码神经网络的股指预测研究,模型 预测 市场 金融市场 神经网络 saes 数据 投资 发展 利用
639,光纤制备大数据辅助决策系统,光纤 进行 数据 制备 影响 分析 模型 工艺 制造业 回归
