id,title,key
557,基于主观听觉反馈的机器学习语音增强模型优化研究,模型 语音 增强 方法 压缩 修剪 迭代 重新 神经网络 训练
558,基于CSI的人体入侵检测及室内定位研究,定位 研究 方法 检测 入侵 人体 视图 分析 网络 时间
559,面向深度图像的3D-HEVC帧内编码模式决策快速算法研究,模式 预测 进行 特征 决策 纹理 算法 视频 快速 图像
560,相干声波扰动对流层散射通信的探究,散射 进行 声源 声波 对流层 计算 实验 相干 扰动 传输
561,基于机器学习的RSSI室内环境感知与定位技术研究,定位 技术 人员 状态 环境 算法 测距 模型 实现 学习
562,基于贝叶斯神经网络的优化移动数据业务吞吐率方法的应用研究,吞吐 优化 模型 数据业务 网络 移动 终端 提升 情况 方法
563,用于无线光网络拓扑控制的机器学习算法研究,算法 拓扑 节点 网络 形成 学习 组网 影响 下层 机器
564,基于协作干扰的无线网络物理层安全技术和加密数据流分类方法,方法 分类 节点 窃听 干扰 无线网络 流量 协作 网络 进行
565,基于机器学习的定制化网络切片技术研究,网络 业务 学习 切片 算法 识别 神经网络 研究 实验 进行
566,多模态连续维度情感识别研究,情感 模态 连续 回归 特征 分析 识别 融合 人类 模型
567,线性调频连续波雷达人体运动状态分类算法,模型 进行 性能 分类 人体 特征 时频 数据 训练 方法
568,散射通信链路自适应传输技术研究,信道 散射 研究 切换 算法 链路 有效 传输 方案 控制
569,基于机器学习的信号与辐射源关联识别研究,辐射源 信号 识别 型号 特征 进行 个体 实现 相同 分类
570,面向CUDA程序的线程放置优化策略研究,信息 程序 模型 运行 采集 训练 算法 线程 放置 静态
571,基于机器学习的闪存错误率预测方法研究,模型 芯片 算法 进行 数据 错误率 预测 实验 分别 逐渐
572,机器学习在隐写术与隐写分析中的应用,隐写 感知 分析 载体 压缩 图像 算法 进行 嵌入 学习
573,基于机器学习的URL安全检测技术的研究,检测 恶意 模型 构建 数据 人们 分类器 进行 技术 逐渐
574,基于机器学习方法的软件缺陷预测模型研究与优化,预测 缺陷 方法 软件 论文 模块 分类 模型 软件缺陷 进行
575,融合用户评论的新闻内容质量检测算法研究,新闻 检测 模型 低质 内容 评论 平台 质量 效果 研究
576,基于运行时特征和机器学习的并行程序性能预测,预测 性能 特征 建模 框架 进行 提出 并行程序 系统 高性能
577,基于机器学习的网购平台产品评论情感分析,分类 进行 学习 模型 评论 产品 方法 研究 分析 情感
578,用于割草机平台的行人检测技术研究,行人 检测 学习 使用 模型 算法 视觉 提升 机器 网络
579,基于微博用户的消费意图识别技术研究,意图 消费 用户 识别 进行 文本 构建 具有 预测 人们
580,基于机器学习的试题多知识点和认知动词自动标注研究,试题 标注 数据 知识点 认知 动词 进行 生成 方法 学习
581,大空间视频烟雾检测算法研究,烟雾 检测 方法 图像 火灾 算法 特征 学习 研究 机器
582,嵌入式环境下人脸识别技术研究,人脸识别 算法 特征 实现 进行 研究 得到 工作 嵌入式 识别
583,基于内存转储分析的代码注入攻击检测方法,特征 注入 攻击 代码 内存 系统 检测 方案 相关 进行
584,分布式消息系统性能优化技术的研究与实现,性能 优化 进行 系统 消息 分布式 方法 模型 配置 比较
585,基于机器学习的第三方追踪和反广告拦截检测系统,广告 用户 网页 文件 行为 拦截器 检测 拦截 信息 追踪
586,基于机器学习的二进制漏洞挖掘技术研究,漏洞 代码 样本 汇编 模型 挖掘 程序 软件 序列 技术
587,调用路径驱动的Android应用程序恶意行为检测方法研究,敏感 恶意软件 调用 检测 路径 应用软件 分析 执行 特征 训练
588,基于静态行为特征的恶意软件检测方法与实现,检测 行为 方法 调用 特征 序列 恶意软件 阶段 静态 建模
589,基于在线机器学习的工业控制系统入侵检测算法研究,控制系统 工业 数据 算法 检测 分类 入侵 行为 代价 实时
590,基于机器学习的SQL攻击检测技术的研究,注入 攻击 检测 数据 方法 学习 机器 样本 进行 算法
591,面向AI应用的网络加速架构设计,模型 训练 学习 机器 集群 分布式 并行 进行 分割 架构
592,基于CNN的恶意请求检测,检测 恶意 请求 系统 模型 用户 应用 攻击方式 字符串 越来越
593,面向特定应用的拥塞控制策略研究,拥塞 网络 传输 机器 学习 方案 分布式 问题 控制策略 信息
594,基于指纹与统计特征的HTTPS隧道流量检测技术研究,流量 检测 特征 混淆 隧道 样本 工具 系统 算法 指纹
595,Web页面浏览行为安全分析技术研究,行为 分析 检测 数据 浏览 技术 威胁 指纹 使用 混合
596,机器学习类WAF的安全性评估技术研究,攻击 评估 模型 对抗 进行 机器 提出 算法 样本 学习
597,归属演算下归纳学习初探,学习 归纳 演算 归属 表示 逻辑 智能 属性 人工神经网络 方法
598,KPI数据实时异常检测算法研究与实现,异常 数据 检测 算法 阈值 设置 引入 提出 投票 进行
599,基于MEMS传感器的运动识别算法研究,动作 数据 识别 特征 运动 算法 实现 方案 模型 研究
600,基于学习行为分析的学习能力评估与学习意图预测方法研究,学习 学习者 教育 评估 能力 问题 预测 兴趣 意图 教育资源
601,基于智能计算的机器学习模型自动搜索,搜索 模型 机器 学习 架构 结构 神经网络 自动 研究 算法
602,在线问卷用户专注度衡量方法的研究与实现,问卷 用户 方法 行为 数据 问题 鼠标 衡量 轨迹 设计
603,基于微博评论的情感分析研究,情感 评论 微博 研究 方法 分类 词典 发表 使用 组成
604,基于高频数据的中国股市日内回转交易研究,进行 交易 回转 股票 现货 权重 研究 利用 风险 组合
605,基于机器学习的二手房估价模型,模型 回归 方法 小区 空间 房价 估价 影响 数据 进行
606,基于二维小波的花朵图像识别,进行 变换 使用 图像识别 花朵 图像 识别 系数 图片 提取
607,基于机器学习的滚动轴承智能故障诊断方法研究,滚动轴承 故障诊断 故障 智能 方法 振动 神经网络 进行 提出 运行
608,基于大数据的盾构机掘进参数研究,掘进 盾构 参数 分析 回归 地层 压力 拟合 研究 可知
609,基于数据融合的出行特征识别,出行 数据 目的 识别 出租车 信息 乘客 运营 特征 获取
610,基于计算机技术的数字工具在修复工程中的应用研究,建筑 修复 历史 工具 研究 工程 分析 数字化 工作 方法
611,基于神经网络和机器学习的土壤湿度反演研究,土壤湿度 数据 进行 改进 算法 反演 神经网络 研究 森林 随机
612,基于机器视觉和高光谱的水稻氮素营养诊断方法研究,水稻 氮素 诊断 应用 营养 光谱 机器 研究 营养状况 试验
613,基于单像素特征的膀胱肿瘤分割和浸润深度的计算评价,肿瘤 膀胱 浸润 区域 分割 患者 疑似 计算 方法 获取
614,基于机器学习的某P2P平台违约风险预测研究,模型 平台 行业 违约 借贷 风险 预测 金融 发展 提供
615,基于机器学习方法的美国房屋价格影响因素分析,房屋 影响 价格 因素 房价 预测 研究 分析 投资 方法
616,基于机器学习的未知辐射源信号分选与识别算法研究,信号 分选 环境 辐射源 电磁 数据 能够 平台 复杂 采用
617,基于WIFI的位置指纹室内定位算法研究,定位 算法 指纹 进行 滤波 位置 介绍 提出 实验 优势
618,基于数据重表达与样本熵的雷达辐射源信号识别方法研究,信号 进行 辐射源 方法 表达 实验 识别 分类 研究 验证
619,The Key Technology on Chinese Word Segmentation Based on Bi-LSTM-CRF Model,模型 分词 进行 神经网络 处理 学习 数据 精度 中文 依赖
620,基于高斯过程回归的高铁制动过程速度预测,列车 制动 过程 模型 速度 曲线 回归 函数 参数 优化
621,论张朝钢琴作品《皮黄》的演奏,演奏 作品 钢琴 分析 元素 音乐 研究 踏板 实际 民族
622,基于学习分析的在线学习成绩预测建模研究,学习 分析 预测 算法 进行 行为 模型 次数 投入 数据
623,面向5G的IoT覆盖增强和资源管理的研究,算法 资源分配 用户 联网 传统 频段 学习 信道 强化 系统
624,面向弹幕文本的情感分析研究,情感 弹幕 文本 分析 研究 词典 进行 计算 改进 类别
625,基于深度学习的用户评论情感分析,情感 评论 模型 特征 单词 向量 领域 分类 任务 用户
626,基于深度学习的网络新闻文本分类研究,文本 分类 网络新闻 新闻 信息 发展 领域 分布 用户 有效
627,生产数据驱动的动态作业车间调度规则决策研究,调度 规则 决策 动态 车间 作业 数据 方法 生产 模型
628,基于机器学习的心电信号处理方法研究,信号 电信号 心电 特征 诊断 参考 获得 进行 原始 滤波器
629,人工智能生成技术方案对专利制度的挑战与应对,人工智能 技术 生成 方案 专利 法律 数据 主体 判断 领域
630,机器学习在大学生培养质量评价中的应用研究,评价 质量 方法 大学生 指标 使用 培养 进行 数据 赋权
631,基于集成学习的σ~(54)启动子及RNA修饰位点的预测,学习 预测 方法 位点 修饰 核苷酸 集成 机器 生物 作用
632,基于集成学习的酒样光谱识别的研究,光谱 酒样 模型 预处理 进行 识别 荧光 白酒 算法 建模
633,基于DBN-RVM的短期电力负荷预测,预测 负荷 模型 电力 影响 因素 精度 气温 算法 变化
634,基于多特征融合的糖尿病视网膜病情评估,图像 病变 糖尿病 视网膜 分类 患者 诊断 提高 特征 进行
635,安卓混淆恶意应用程序检测方法研究,应用 混淆 检测 恶意 技术 方法 使用 分析 检测器 分别
636,基于字符串和函数调用图特征的安卓恶意应用检测方法,特征 应用 检测 进行 字符串 恶意 函数调用 使用 融合 行为
637,基于多类型惯性传感器协同机器学习的工人工效监控系统,活动 传感器 施工 惯性 识别 位置 研究 类别 分析 数据
638,基于栈式自编码神经网络的股指预测研究,模型 预测 金融市场 市场 数据 学习 理论 趋势 发展 神经网络
639,光纤制备大数据辅助决策系统,光纤 制备 数据 进行 模型 影响 辅助 决策 预制 参数
640,基于机器学习的车门协同设计冲突消解,设计 车门 协同 参数 学习 方法 冲突 进行 过程 机器
641,基于创伤大数据的创伤失血性休克伤情预测预警模型建立研究,指标 进行 预测 关键 创伤 模型 失血性 数据 应用 性能
642,基于机器学习的锻造过程数据分析方法的研究,锻造 生产 过程 数据 实现 区域 加工 进行 算法 搭建
643,基于物联网的电力变压器振动监测与诊断算法及其系统软件的研究与开发,变压器 振动 电力 监测 故障诊断 运行 带电 实现 研究 模型
644,基于深度学习的宏基因组序列分类方法研究,序列 分类 数据 模型 微生物 基因组 研究 基因 测序 特征
645,基于机器学习的混凝土徐变模型研究,混凝土 模型 预测 进行 数据 采用 参数 回归 试验 分析
646,融合多传感器的故障诊断方法研究,进行 滚动轴承 故障诊断 特征 模型 系统 状态 信号 使用 数据
647,Classification of Benign and Malignant Thyroid Nodules in Ultrasound Images,结节 分类 甲状腺 进行 恶性 医学 数据 实现 诊断 检测
648,基于深度神经网络的中文评论情感分析研究,情感 模型 数据 评论 方法 状态 微博 文本 概率 进行
649,基于卷积神经网络的人脸个体与性别识别的研究,分类 模型 方法 人脸 识别 特征 人类 具有 学习 技术
650,基于域对抗网络的跨领域文本情感分析,情感 领域 特征 分析 提取 文本 共享 对抗 信息 进行
651,基于神经网络的命名实体识别研究,实体 识别 命名 模型 语言 数据 任务 进行 向量 利用
652,基于多特征融合的微博情感分析研究,情感 特征 融合 模型 分析 进行 分类 微博 分析方法 用户
653,基于机器学习的固态缓存优化研究,缓存 访问 预测 写入 提高 历史 空间 系统 社交 策略
654,基于并行计算的地质雷达正演模拟及典型岩溶洼地地质特征智能识别,地质 岩溶 洼地 图像 模拟 进行 数据 检测 算法 典型
655,基于深度学习的脑血管病电子病历辅助诊疗研究,病历 电子 脑血管病 诊疗 模型 辅助 相似 医疗 研究 技术
656,基于Resnet&FM模型的电影个性化推荐研究,推荐 模型 电影 学习 数据 信息 特征 研究 初始化 算法
657,电磁层析成像深度学习图像重建算法研究,成像 算法 学习 网络 设计 传统 图像 样本 重建 问题
658,提格里尼亚语新闻分类研究,文本 向量 分类 表示 文档 单词 模型 特征 文本文档 数据
659,基于深度学习的文本处理系统设计与实现,文本 学习 分类 文本处理 进行 模型 法律 处理 用户 神经网络
660,基于机器学习的HDR图像取证技术研究,图像 取证 神经网络 结构 来源 方法 特征 人们 数字电视 数字图像
661,基于人脸识别的宿舍门禁系统的研究,检测 门禁系统 人脸 采用 方式 技术 具备 研究 人脸识别 身份验证
662,基于机器学习算法的重复购买行为预测研究,行为 购买 学习 预测 用户 重复 研究 集成 模型 规律
663,基于集成机器学习的老年多器官功能不全早期死亡风险因素分析及预测模型构建,模型 死亡 患者 评分 预测 数据库 器官 临床 学习 机器
664,网页篡改检测系统设计与实现,检测 篡改 网页 网站 政府 进行 暗链 特征 实现 方法
665,基于脑机接口脑电图的人脑想象数字识别,电极 分类 进行 数字 信号 使用 系统 实验 脑机 记录
666,基于机器学习的政协提案和相关舆情的分析,进行 主题 舆情 提案 政协委员 数据 情感 政协提案 关键词 相关
667,基于人脸检测和识别的学生考勤系统研究,人脸 检测 模型 识别 变化 因素 设计 效果 算法 系统
668,基于移动感知网络和ANN识别施工人员跌落险兆事故的研究,跌落 事故 险兆 识别 感知 施工 实验 施工现场 发生 群智
669,随机森林算法在城市空气质量评价中的应用研究,评价 空气质量 进行 方法 算法 模型 数据 森林 有效 随机
670,基于机器学习的抗癌药物反应预测研究,药物 预测 反应 模型 肿瘤 状态 抗癌 数据 学习 特征
671,基于机器学习的高速光信号调制格式识别与OSNR监测,信号 调制 格式 识别 实现 功率 次方 密度 监测 利用
672,基于LSTM网络的政策挖掘研究与应用,政策 文本 挖掘 政府 进行 研究 数据 模型 分类 技术
673,基于深度学习的评论文本情感分析,情感 模型 评论 文本 句子 信息 分析 任务 提升 结构
674,基于机器学习的机械臂运动规划研究,进行 研究 机械 规划 算法 双目 模型 视觉 匹配 采用
675,基于机器学习的P2P网贷平台违约风险预测实证研究,风险 平台 违约 网贷 模型 借贷 用户 预测 研究 贷款
676,基于语言处理模型的蛋白结构分类的实验分析,蛋白质 进行 空间结构 研究 氨基酸 结构 序列 模型 分类 实验
677,一种适合建筑景观格局生成的网络,建筑 景观 格局 特征 生成 研究 模型 进行 网络 提取
678,网络群体性事件的认知及治理,网络 事件 群体性 治理 舆情 制度 诉求 社会 网民 利益
679,基于深度学习的文本情绪分析研究,算法 分析 文本 记忆 情绪 学习 双向 数据 注意力 理论
680,基于机器学习和机器视觉的点胶机自动定位系统,视觉 机器 点胶机 进行 图像 部分 特征 实际 定位 目标
681,基于梯度提升算法的直线振动筛分机理与参数优化的研究,筛分 筛机 参数 进行 中间状态 特征 效率 振动筛 分析 算法
682,基于网络流水印的Tor匿名通讯追踪研究,流量 进行 用户 使用 匿名 暗网 追踪 网桥 服务 能够
683,基于机器学习的Android恶意软件检测技术研究,检测 恶意软件 方法 学习 特征 分类 进行 研究 参数 技术
684,基于机器学习的网络入侵检测技术研究与实现,检测 入侵 算法 学习 技术 数据 研究 方法 网络 实验
685,自闭症个训课堂的辅助教学工具设计与实现,自闭症 课堂 进行 系统 个训 设计 部分 技术 工具 完成
686,基于概率图模型的储层预测方法研究,预测 孔隙 储层 岩相 进行 网络 同步 数据 阻抗 条件
687,基于人工智能的剩余停车位数量预测方法研究,预测 模型 停车 停车场 空位 剩余 信息 优化 提出 果蝇
688,基于云计算平台的旱区典型农作物遥感信息提取研究,作物 特征 进行 分类 提取 典型 分析 分类法 农作物 影像
689,网络小说误导性评论过滤技术研究,评论 向量 误导性 过滤 模型 文本 评分 问题 特征 分类
690,基于深度特征融合的人脸-语音多模态身份识别研究,特征 融合 识别 模态 语音 人脸 利用 序列 进行 网络
691,突发事件网络信息抽取和可视化技术研究,信息 抽取 属性 突发事件 可视化 网络 命名 识别 实体 规则
692,基于机器学习的变压器顶层油温异常预警研究,油温 异常 标注 训练 进行 变压器 具有 算法 模型 神经网络
693,《机器学习前沿：2017雷蒙德和贝弗利·萨克勒英美科学论坛》翻译实践报告,翻译 科技 文本 词汇 报告 论坛 实践 具有 原文 语言
694,基于随机森林算法的关键蛋白识别方法研究,蛋白质 识别 进行 方法 关键 算法 森林 随机 度量 研究
695,基于机器学习的自闭症儿童情绪识别方法研究,自闭症 表情 儿童 动作 课堂 识别 学习 特征 系统 表现
696,基于数据挖掘技术的高校学生用户画像系统设计与实现,数据 用户 学生 画像 大学生 属性 高校 不断 群体 消费
697,基于人工智能的图像质量积极评价,图像 质量 评价 进行 特征 方法 算法 空间 信息 提取
698,基于网站链接特征的钓鱼网站检测技术研究,网站 钓鱼 检测 使用 学习 攻击 特征 技术 分析 达到
699,基于脑白质纤维跟踪算法的疾病特征标记方法及应用研究,纤维 疾病 特征 方法 算法 跟踪 白质 分类 提出 标记
700,手机壳高精加工的刀具磨损状态识别与剩余寿命预测,磨损 刀具 预测 模型 状态 进行 信号 特征 利用 寿命
701,基于深度卷积神经网络的移动端花卉识别系统,模型 移动 训练 花卉 时间 精度 优化 学习 算法 识别
702,基于改进BLSTM神经网络的短文本情感分析研究,情感 进行 研究 模型 得分 向量 神经网络 分析 角度 改进
703,基于多规则的数据修复方法,数据 修复 规则 关系 方法 依赖 空值 优化 进行 质量
704,改进群智能优化算法研究及应用,算法 优化 局部 搜索 实验 能力 提高 问题 机制 用来
705,融合时间因素的智能家居用户操控习惯挖掘研究,操控 用户 算法 习惯 挖掘 数据 时间 历史 进行 研究
706,基于MAX 10 FPGA的紫外预警智能纽扣,数据 紫外线 皮肤 训练 融合 算法 系统 模块 采用 人体
707,机器学习与自由电子激光的应用研究,产生 图像 X射线 实验 数据 机器 研究 光学 学习 样品
708,基于深度学习的滚动轴承故障诊断方法,方法 故障诊断 学习 轴承 滚动轴承 数据 诊断 深层 神经网络 引入
709,中低压燃气调压器故障自诊断技术优化与测试,燃气 调压器 故障 低压 进行 方法 诊断 重要 运行 优化
710,基于深度学习的小分子虚拟筛选和反应产率预测,学习 模型 反应 药物 预测 数据 分子 设计 有机合成 产率
711,基于LDA的多标记源文本分类研究,标记 算法 样本 特征 文本 分类器 数据 学习 模型 成本
712,基于机器学习的恶意网址识别方法的研究与发现,特征 恶意 检测 方法 信息 域名 空间 准确率 设计 进行
713,基于线性SVM的钓鱼网站检测系统的设计与实现,网站 检测 钓鱼 系统 算法 进行 机制 特征 性能 网络安全
714,基于多核学习的支持向量机方法研究,支持 向量 学习 方法 模糊 数据 回归 相似性 提出 函数
715,基于局部差异的最小生成树功能脑网络分类研究,网络 研究 生成 最小 进行 分类 差异 连接 方法 局部
716,多节点规模下的功能网络拓扑属性分析及分类研究,节点 网络 属性 特征 规模 分类 模板 进行 影响 构建
717,基于BP和LSTM神经网络的基因表达预测研究,基因 数据 表达 预测 回归 模型 方法 拟合 特征 输入
718,基于深度学习的太阳射电分类问题的研究与实现,射电 分类 方法 样本 进行 爆发 学习 特征 数量 提出
719,集成机器学习与面向对象影像分类的大区域林地信息提取及其泛化能力研究,林地 学习 能力 机器 泛化 影像 分类器 整体 研究 景观
720,基于流动重力与统计学方法的地震危险区划分研究,地震 重力 数据 划分 危险区 断裂 发生 算法 利用 变化
721,基于大数据处理技术的提升机制动系统故障诊断,提升 故障诊断 数据 进行 算法 机制 动系统 故障 系统 制动
722,重介分选智能控制系统设计及过程数据分析研究与应用,分选 过程 重介 控制 进行 选煤厂 数据 分流 系统 生产
723,采煤机与刮板输送机协同位姿监测理论与方法研究,输送机 刮板 采煤机 形态 协同 进行 研究 监测 竖直 预测
724,基于机器学习的液压泵装配质量检测技术研究,图像 检测 液压泵 特征 装配 叶片 系统 质量 分类器 提出
725,齿轮箱故障诊断测点敏感性的研究,振动 位置 故障 信号 测点 传感器 采集 齿轮 轴承 故障诊断
726,旋风分离器的性能建模及多目标粒子群优化,模型 分离器 旋风 优化 目标 进行 压降 效率 数据 应用
727,基于机器学习的卫星参数关联挖掘,参数 算法 挖掘 分析 能够 进行 数据 筛选 相关 支撑
728,基于机器学习的卫星在轨运行状态判别方法研究,遥测 数据 量子 实验 科学实验 进行 运行 判别 工作 论文
729,改进DCNN算法及其在无人机目标识别中应用,网络 进行 数据 目标 检测 无人机 算法 识别 人脸识别 区域
730,基于路侧传感器的多车辆检测跟踪技术研究,车辆 检测 跟踪 目标 研究 场景 模型 进行 自动 方法
731,基于深度学习的用户窃电行为检测,方法 检测 学习 提出 特征 行为 盗窃 用户 电力 相比
732,基于机器学习的短期电力负荷预测方法研究,负荷 预测 模型 序列 电力 进行 神经网络 方法 特征 学习
733,基于机器学习的智能电网调度控制系统在线健康度评价研究,评价 系统 健康 方法 数据 电网 调度 研究 智能 特点
734,小麦赤霉病高光谱信息多循环提取及组合式识别研究,小麦 赤霉病 光谱 识别 模型 利用 进行 分类 研究 特征
735,结合心电信号与临床因素的心衰预警技术研究,心衰 预警 电信号 模型 患者 临床 建立 自动 疾病 死亡
736,基于心电信号的心衰自动诊断技术研究,诊断 进行 心衰 特征 方法 学习 具有 信号 电信号 利用
737,混合特征选择模型在妊娠期糖尿病诊断中的应用研究,模型 特征 糖尿病 诊断 应用 提出 进行 疾病 实现 融合
738,级联GA-CatBoost在妊娠期糖尿病预测诊断中的研究,诊断 预测 参数 特征 学习 糖尿病 离群 进行 疾病 机器
739,基于机器学习的缺血性中风病恢复期临床辅助诊断系统建模与应用研究,临床 中风病 缺血性 辅助 诊断 推荐 用药 诊断模型 研究 规则
740,基于模糊熵的精神分裂症感觉门控复杂度的研究,精神分裂症 研究 患者 检测 复杂度 模糊 诊断 使用 分类 方法
741,人工智能在司法审判运用研究,司法 人工智能 审判 法官 运用 应用 提高 领域 研究 技术
742,基于机器学习树模型的GNSS-R海面风场反演研究,反演 模型 风场 海面 进行 学习 研究 精度 得到 机器
743,基于视频监控的室内人员计数方法研究,人员 方法 计数 进行 误差 区域 人数 研究 累计 进出
744,基于堆栈自编码器的WSNs链路质量评估方法,链路 质量 节点 评估 采用 进行 模型 指示 网络 非对称
745,基于梯度提升决策树的链路质量评估方法,链路 质量 模型 评估 方法 参数 问题 传感器 无线 接收
746,基于轻量级梯度提升机的机会网络链路预测方法研究,机会 网络 节点 预测 模型 指标 时间 方法 提升机 相似性
747,基于统计特征与桥梁方法的小目标检测算法研究,目标 检测 方法 特征 算法 传统 模型 学习 局部 使用
748,基于日志分析的大数据威胁感知系统的研究,系统 威胁 分析 研究 特征 模型 感知 进行 学习 标注
749,基于图像语义理解的恶意网页识别方法研究,网页 恶意 图像 检测 信息 语义 进行 识别 算法 特征
750,基于自步学习和鲁棒估计的属性选择算法研究,属性 数据 选择 学习 算法 方法 模型 提出 估计 矩阵
751,基于卷积神经网络的特征选择和特征表示文本分类研究,文本 模型 分类 信息 表示 进行 特征 研究 准确率 分词
752,基于机器学习的天文图像复原研究,图像 复原 进行 卷积 视场 图像复原 分区 方法 观测 天文
753,基于深度学习的实体关系抽取研究,实体 关系 抽取 研究 学习 使用 路径 输入 表示 进行
754,基于蜜罐技术的Mirai僵尸网络检测技术研究,网络 僵尸 节点 风险 识别 技术 论文 病毒 特征 评估
755,基于XGBoost的SSH流量识别研究,方法 识别 特征 网络流量 流量 协议 应用 进行 隧道 研究
756,基于SDA的中文垃圾邮件过滤研究,网络 垃圾邮件 过滤 模型 进行 中文 电子邮件 数据 训练 拟合
757,基于深度卷积网络的跨站脚本检测方法研究,检测 方法 网络 攻击 特征 进行 模型 恶意代码 处理 学习
758,基于仿生算法的网络入侵检测系统研究,检测 入侵 网络 算法 检测器 系统 分类 进行 学习 数据
759,改进k-means和Adaboost实现标签分布学习,标签 学习 分布 算法 实例 空间 实验 取得 样本 表示
760,基于机器学习的房产智能自动评估模型的研究与系统实现,模型 评估 特征 实现 因素 自动 影响 研究 估价 解决
761,双曲空间中的神经网络图表示学习,学习 表示 节点 模型 数据 双曲 方法 神经网络 空间 层次结构
762,属性选择鲁棒性研究,属性 选择 算法 学习 数据 模型 方法 结构 传统 监督
763,多样本多维数据的智能分类预测模型及其应用,预测 数据 算法 模型 方法 牙周炎 获得 应用 组合 基础
764,金融科技对证券投资咨询行业的影响研究,行业 投资 证券 咨询 科技 金融 智能 投顾 电子 恒生
765,时间序列聚类分析中几种算法的研究及应用,聚类 数据 时间 序列 算法 聚类分析 研究 比较 识别 论文
766,基于加权支持向量机的概率估计在个人信用评估中的研究,模型 评估 个人信用 贷款 估计 概率 客户 进行 违约 发放贷款
767,抗氧化剂分子数据库建立及其QSAR分析,抗氧化剂 预测 分子 模型 数据库 化合物 活性 建立 抗氧化 能力
768,迁移学习在湿式球磨机负荷参数软测量中的研究与应用,模型 工况 球磨机 数据 领域 测量 迁移 负荷 变量 标签
769,基于鱼群跟踪轨迹的生物水质预警方法研究,鱼群 水质 生物 预警 运动 跟踪 监测 目标 实现 参数
770,基于深度学习的遥感影像分类应用研究,分类 影像 遥感 模型 目标 学习 技术 结构 具有 应用
771,基于深度收缩自编码网络的机械设备故障诊断研究,故障 方法 设备 故障诊断 特征 学习 机械设备 网络 机器 进行
772,基于迁移学习的车牌识别系统的设计与实现,车牌 识别 识别系统 场景 算法 进行 定位 学习 牌照 模块
773,复杂环境下的交通标志识别方法研究,模型 交通标志 改进 识别 环境 复杂 图像 分类 实验 得到
774,国际EPC工程项目物资采购风险评价研究,风险 采购 物资 评价 国际 工程项目 研究 项目 因素 模型
775,基于机器学习的电力用户用电异常检测技术研究,异常 检测 数据 样本 电力 模型 负荷 森林 协同 工作
776,基于机器视觉的西瓜花体识别研究,花体 识别 图像 进行 状态 机器 研究 授粉 视觉 作物
777,基于Android设备的牛只检测与识别研究,检测 识别 模型 图像 目标 精度 进行 训练 回归 速度
778,基于有监督学习的“三高”检测的研究与实现,模型 检测 学习 进行 问题 方法 提升 数据 解决 性能
779,基于机器学习的胶质母细胞瘤多模态磁共振图像分割方法研究,区域 分割 图像 肿瘤 方法 模态 随机 森林 特征 进行
780,基于机器学习的心肌梗死检测算法的研究,心肌梗死 算法 检测 疾病 机器 特征 学习 相关 利用 研究
781,基于深度学习的心律失常诊断算法的设计与实现,心电图 诊断 电信号 算法 波形 模型 形态 神经网络 设计 进行
782,社区居民糖尿病风险预测系统的设计与实现,进行 糖尿病 预测 风险 模型 建模 诊断 系统 医生 数据
783,应用机器学习预测2型糖尿病不同发病阶段的研究,糖尿病 并发症 预测 模型 进行 红细胞 因素 神经网络 建立 应用
784,基于特征选择和支持向量机的乳腺癌诊断研究,进行 数据 乳腺癌 特征 算法 向量 支持 诊断 分类 处理
785,基于傅里叶变换红外光谱与机器学习方法对中暑死诊断和死亡时间推断的研究,光谱 时间 死亡 建立 模型 推断 差异 数据 组织 大鼠
786,基于深度学习算法的小分子毒性预测研究,模型 预测 响应 学习 算法 化合物 分子 毒性 特征 研究
787,中文分词中词典分词和模型分词融合的实证研究,分词 词典 模型 能够 处理 中文 融合 解决 特征 算法
788,青少年吸烟者大脑功能连接度及其模式分类研究,功能 吸烟者 研究 分类 连接 吸烟 方法 进行 渴求 模式
789,基于机器学习的毕业生就业预测模型研究与应用,就业 毕业生 算法 预测 信息 高校 相关 学生 特征 提出
790,基于深度学习的音乐自动标注方法研究,音乐 标注 自动 进行 神经网络 标签 方法 循环 卷积 特征
791,LoRa物联网无线通信技术性能预测研究,性能 硬件 进行 配置 预测 参数 模型 技术 建立 分析
792,基于机器学习的互联网大数据分析平台的管理系统研究,平台 运维 时间 数据 监控 序列 学习 阈值 需要 数据分析
793,基于半监督学习的情感分类方法研究,算法 分类 情感 空间 学习 监督 文本 样本 标注 训练
794,基于深度学习的跨模态人脸识别,人脸识别 素描 数据 学习 合成 模态 图像 模型 研究 任务
795,基于深度学习的图像分类方法研究,图像 分类 网络 卷积 神经网络 数据 模型 学习 进行 研究
796,深度学习中的卷积神经网络硬件加速系统设计研究,卷积 神经网络 系统 计算 实时 设计 识别 学习 实现 能够
797,图像前背景分离的机器学习算法及应用,算法 图像 分离 背景 进行 区域 实验 处理 需要 颜色
798,基于深度学习的中文信息抽取研究,抽取 实体 模型 关系 中文 特征 识别 学习 传统 任务
799,基于深度学习的文本情感分析算法研究,文本 情感 学习 数据 神经网络 平台 提出 模型 算法 分析
800,基于深度学习的视频多目标检测研究,目标 检测 算法 视频 模型 实现 进行 采用 嵌入式 领域
801,基于深度学习的JavaScript恶意代码检测技术的研究与应用,检测 恶意代码 数据 特征 方法 学习 利用 模型 图像 优异
